account_creation_date,bot_or_not,clean_tweet_text,follower_count,following_count,tweet_text,tweet_time,tweetid,user_profile_description,user_reported_location,user_screen_name
2017-07-26,1,ste wow kayleigh mcenany leaves cnn and joins team trump,779,2821,#ste WOW! Kayleigh McEnany LEAVES CNN and Joins Team Trump! https://t.co/3NWji0AyeA https://t.co/8RXgJG7lcZ,2017-08-07 02:35,894386519632486401,"Journalist highlighted in taking the best information of the moment, follow me and you will be part of the most controversial of the day",United States,wusEXnOUoeG8bfSFMYqUjMyhNZVKKn6hKwrWPW3v1ik=
2017-07-26,1,just rt realjameswoods the great george carlin understood who billclinton was at his core lov jan,2094,4063,#just RT RealJamesWoods: The great George Carlin understood who #BillClinton was at his core. https://t.co/iGM91PE6Yh #lov #jan,2017-08-11 02:28,895834311118684160,Equal Opportunity Offender. Sarcasm Advocate. Free Speech Activist. JD | Constitutional Law. #WhitesForTrump Follow me,United States,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=
2017-07-26,1,24runner embarrassing to real military kudos to trump to block these types this he she should go hang out at a pulse nite club,779,2821,24runner Embarrassing to real military. Kudos to Trump to block these types. This he/she should go hang out at a Pulse nite club.,2017-08-03 00:27,892904767596486656,"Journalist highlighted in taking the best information of the moment, follow me and you will be part of the most controversial of the day",United States,wusEXnOUoeG8bfSFMYqUjMyhNZVKKn6hKwrWPW3v1ik=
2017-07-10,1,patriots coach wore a t shirt that caused liberal heads to explode,196,1858,Patriots Coach Wore a T-Shirt that Caused LIBERAL HEADS to EXPLODE! https://t.co/pWqEP8oJwF https://t.co/cASnZ1T4jN,2017-07-15 20:10,886317054827126784,"Follow me, I have the hidden secrets of Donald Trump, Specialist in bringing the best news of the moment every day",United States,Qchtueq2uJm6DRiEGQXDZVweouM9LYTkIfVEKuEjOqA=
2017-07-10,1,new u s citizen gets horrific surprise in their congrats letter,470,1852,New U.S. Citizen Gets HORRIFIC Surprise in their “Congrats Letter” https://t.co/T2Tzkuj3WE https://t.co/Rc3ALez8UH,2017-07-18 18:47,887383249575608320,"Specialist in bringing the best news of the moment every day, follow me, I have the hidden secrets of Donald Trump",United States,ecaUKllXYVx1rAtb1ZN5GcDgkrcphV728YNQYIlwhYI=
2017-07-26,1,jan anderson cooper now says he regrets it,2094,4063,#jan Anderson Cooper Now Says He Regrets It https://t.co/DMLrM1AI5H https://t.co/hV7TROSGkx,2017-07-26 21:41,890326240040812544,Equal Opportunity Offender. Sarcasm Advocate. Free Speech Activist. JD | Constitutional Law. #WhitesForTrump Follow me,United States,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=
2017-07-26,1,latest stats 26 followers and 7 unfollowers tracked by,779,2821,Latest Stats = 26 Followers and 7 Unfollowers (tracked by https://t.co/XFXd2xmF3r),2017-07-31 16:49,892064740805160961,"Journalist highlighted in taking the best information of the moment, follow me and you will be part of the most controversial of the day",United States,wusEXnOUoeG8bfSFMYqUjMyhNZVKKn6hKwrWPW3v1ik=
2017-07-13,1,this is why president trump just thanked lou dobbs,305,957,This is Why President Trump Just Thanked Lou Dobbs! https://t.co/p9AoDlspuO https://t.co/QiaO0yYdf1,2017-07-24 16:47,889527460483788801,"Journalist, passionate about taking information that if it is worth reading, follow me and part of the current",United States,u4JYTwWbY74J9f9DZSz3Bzw92HwEY0vEo6bOK09P68=
2017-07-04,1,idiot chuck schumer gives trump advice on how to handle putin,782,3640,Idiot Chuck Schumer Gives Trump “Advice” on How to Handle Putin https://t.co/vfjRTSMYn5 https://t.co/6W1nNon7pC,2017-07-08 14:14,883690727523397632,"Journalist dedicated to exclusive information, follow me and I will take the best details of amercia with the most revealing news of the day, FOLLOW ME",United States,GDIaCsORWRKfkUJsOuqsUiNcqhbHLJMWu93UFnMa6Y=
2017-07-26,1,fuctupmind joaed_ manmountain78r2 katq1 conservative220 hispanic4dtrump cb618444 basedloristl,779,2821,Fuctupmind joaed_ ManMountain78R2 KatQ1 Conservative220 hispanic4DTrump CB618444 BasedLoriSTL… https://t.co/O1W9Pl0XuM,2017-08-01 14:09,892386761061617668,"Journalist highlighted in taking the best information of the moment, follow me and you will be part of the most controversial of the day",United States,wusEXnOUoeG8bfSFMYqUjMyhNZVKKn6hKwrWPW3v1ik=
2017-07-10,1,breaking dems intentionally used fake russian disinformation to attack trump,196,1858,BREAKING : Dems Intentionally Used FAKE Russian Disinformation to Attack Trump https://t.co/ZLkSD74cXk https://t.co/HPC0BFomXT,2017-07-12 14:47,885148724036587521,"Follow me, I have the hidden secrets of Donald Trump, Specialist in bringing the best news of the moment every day",United States,Qchtueq2uJm6DRiEGQXDZVweouM9LYTkIfVEKuEjOqA=
2017-07-26,1,just new_yawwker thanks for the follow maga via lov jan,2094,4063,#just new_yawwker Thanks for the follow MAGA via https://t.co/MUqS0ihlvW #lov #jan,2017-07-31 22:02,892143407216422916,Equal Opportunity Offender. Sarcasm Advocate. Free Speech Activist. JD | Constitutional Law. #WhitesForTrump Follow me,United States,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=
2017-07-10,1,gop traitors sabotaging obamacare repeal just got terrible news,196,1858,GOP Traitors Sabotaging Obamacare Repeal Just Got Terrible News! https://t.co/oKaYHcmhlm https://t.co/V46dGkcTFs,2017-07-21 22:24,888525045282349056,"Follow me, I have the hidden secrets of Donald Trump, Specialist in bringing the best news of the moment every day",United States,Qchtueq2uJm6DRiEGQXDZVweouM9LYTkIfVEKuEjOqA=
2017-07-13,1,hillary s charitable donations dropped by millions in 2016,305,957,Hillary’s Charitable Donations Dropped by MILLIONS in 2016 https://t.co/n95NnvocKU https://t.co/aOoJpN7eY8,2017-07-14 14:39,885871366750298114,"Journalist, passionate about taking information that if it is worth reading, follow me and part of the current",United States,u4JYTwWbY74J9f9DZSz3Bzw92HwEY0vEo6bOK09P68=
2017-07-04,1,video naacp leader mocks trump then gets destroyed by scripture,782,3640,"VIDEO : NAACP Leader Mocks Trump, then gets DESTROYED By Scripture! https://t.co/OHsgOhXbz3 https://t.co/tVVU8O3Hdf",2017-07-19 00:13,887465329055719424,"Journalist dedicated to exclusive information, follow me and I will take the best details of amercia with the most revealing news of the day, FOLLOW ME",United States,GDIaCsORWRKfkUJsOuqsUiNcqhbHLJMWu93UFnMa6Y=
2017-07-13,1,breaking senate releases new obamacare repeal bill,305,957,BREAKING : Senate Releases New “Obamacare Repeal Bill” https://t.co/Dz5QNX13Nc https://t.co/1PdNUu58lL,2017-07-13 20:09,885592003479822337,"Journalist, passionate about taking information that if it is worth reading, follow me and part of the current",United States,u4JYTwWbY74J9f9DZSz3Bzw92HwEY0vEo6bOK09P68=
2017-07-26,1,mar breaking high profile dem busted for funneling campaign cash to wife,462,3002,#mar BREAKING : High Profile Dem BUSTED for Funneling Campaign Cash to Wife https://t.co/oCJ2sSxZxS https://t.co/bWeKwAjlmu,2017-07-29 13:43,891293059983474688,"Wife, Mother, Grandmother. I enjoy politics, history and traveling. The more our country turns its back on its foundation, the bigger my eyes get!  #Follow me",United States,36bo5zSyXfunLmzPA3uO81MLs9TWJ8x5r+WMFT90EO8=
2017-07-26,1,mar cutting immigration will make americans wealthier,462,3002,#mar Cutting Immigration Will Make Americans Wealthier! https://t.co/QBEOOWGKEh https://t.co/1l660V4vel,2017-08-05 13:13,893822317742182402,"Wife, Mother, Grandmother. I enjoy politics, history and traveling. The more our country turns its back on its foundation, the bigger my eyes get!  #Follow me",United States,36bo5zSyXfunLmzPA3uO81MLs9TWJ8x5r+WMFT90EO8=
2017-07-26,1,jan why right beneath the surface mueller is nothing but crooked,2094,4063,"#jan Why Right Beneath the Surface, Mueller is NOTHING but CROOKED https://t.co/e9Y0hmV3qP https://t.co/4t6xLKokBI",2017-08-03 10:43,893059661624225792,Equal Opportunity Offender. Sarcasm Advocate. Free Speech Activist. JD | Constitutional Law. #WhitesForTrump Follow me,United States,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=
2017-07-13,1,watch angry voter confront coward de blasio over germany trip,305,957,Watch Angry Voter Confront Coward De Blasio Over Germany Trip https://t.co/DgYFN6NmtO https://t.co/5IWSmnPdMk,2017-07-23 18:47,889195202879139844,"Journalist, passionate about taking information that if it is worth reading, follow me and part of the current",United States,u4JYTwWbY74J9f9DZSz3Bzw92HwEY0vEo6bOK09P68=
2017-07-10,1,breaking oj simpson s fate just decided,470,1852,BREAKING : OJ Simpson’s Fate Just Decided https://t.co/SQl0bmBR6C https://t.co/J9goOEiYby,2017-07-20 20:41,888136804435714048,"Specialist in bringing the best news of the moment every day, follow me, I have the hidden secrets of Donald Trump",United States,ecaUKllXYVx1rAtb1ZN5GcDgkrcphV728YNQYIlwhYI=
2017-07-10,1,trump effect christian refugees to u s now outnumber muslim refugees,196,1858,TRUMP EFFECT! Christian Refugees to U.S. Now Outnumber Muslim Refugees https://t.co/3DnhpXNOAJ https://t.co/MAgPhPggsJ,2017-07-13 14:17,885503517947023360,"Follow me, I have the hidden secrets of Donald Trump, Specialist in bringing the best news of the moment every day",United States,Qchtueq2uJm6DRiEGQXDZVweouM9LYTkIfVEKuEjOqA=
2017-07-10,1,boom scaramucci already owning it,470,1852,BOOM! Scaramucci ALREADY Owning It!!! https://t.co/wdHgtzRBU3 https://t.co/2IY3t07NRl,2017-07-22 01:22,888569791212126208,"Specialist in bringing the best news of the moment every day, follow me, I have the hidden secrets of Donald Trump",United States,ecaUKllXYVx1rAtb1ZN5GcDgkrcphV728YNQYIlwhYI=
2017-07-04,1,obama appointed rogue judge refusing to comply with trump executive order,782,3640,Obama Appointed Rogue Judge Refusing to Comply With Trump Executive Order https://t.co/s3cIWWjTwp https://t.co/YhUGBLJneF,2017-07-21 14:14,888401822414774276,"Journalist dedicated to exclusive information, follow me and I will take the best details of amercia with the most revealing news of the day, FOLLOW ME",United States,GDIaCsORWRKfkUJsOuqsUiNcqhbHLJMWu93UFnMa6Y=
2017-07-26,1,rt thomas1774paine icymi more proof that huma abedin sent classified information via a non secure email account,779,2821,RT Thomas1774Paine: ICYMI - More Proof That Huma Abedin Sent Classified Information Via A Non-Secure Email Account… https://t.co/r33d3w585o,2017-08-04 12:57,893455845153005568,"Journalist highlighted in taking the best information of the moment, follow me and you will be part of the most controversial of the day",United States,wusEXnOUoeG8bfSFMYqUjMyhNZVKKn6hKwrWPW3v1ik=
2017-07-04,1,tucker trump s defense of western culture truest words he s ever spoken,226,934,Tucker – Trump’s Defense of Western Culture “Truest Words He’s Ever Spoken” https://t.co/bhkP0R69SP https://t.co/6bYyLZWRAC,2017-07-07 01:54,883142063570792450,"FOLLOW ME, I have the most shocking news of the moment, with the best secrets of the presindete Donal Trump and much more, I hope to be able to help you,.!",United States,VZt4MIPI1tufqLMw5OSTsYMvycK7Y7CbkKva50k6Bo=
2017-07-13,1,michigan college liberals are opposing this basic human right,305,957,Michigan College Liberals Are Opposing THIS Basic Human Right https://t.co/MpmY7CWSJH https://t.co/jAWwyBL6Iv,2017-07-19 17:48,887730925060096000,"Journalist, passionate about taking information that if it is worth reading, follow me and part of the current",United States,u4JYTwWbY74J9f9DZSz3Bzw92HwEY0vEo6bOK09P68=
2017-07-04,1,new poll 65 of trump supporters back military strike on north korea,782,3640,NEW POLL : 65% of Trump Supporters Back Military Strike on North Korea https://t.co/t1Lraflm1Q https://t.co/cON3JqC4kh,2017-07-06 17:21,883013090496925696,"Journalist dedicated to exclusive information, follow me and I will take the best details of amercia with the most revealing news of the day, FOLLOW ME",United States,GDIaCsORWRKfkUJsOuqsUiNcqhbHLJMWu93UFnMa6Y=
2017-07-13,1,trump gets last laugh on lying media by accomplishing something yuge,305,957,Trump Gets Last Laugh on Lying Media by Accomplishing Something YUGE! https://t.co/Vm9G0e2P1o https://t.co/1qSCo7F9F0,2017-07-17 17:39,887003808043335680,"Journalist, passionate about taking information that if it is worth reading, follow me and part of the current",United States,u4JYTwWbY74J9f9DZSz3Bzw92HwEY0vEo6bOK09P68=
2017-07-10,1,deranged liberal reverend s blasphemous comments about praying for trump,470,1852,Deranged Liberal Reverend’s BLASPHEMOUS Comments about Praying for Trump https://t.co/W8VTMsziUN https://t.co/70d1klwwPu,2017-07-16 14:31,886594066519134214,"Specialist in bringing the best news of the moment every day, follow me, I have the hidden secrets of Donald Trump",United States,ecaUKllXYVx1rAtb1ZN5GcDgkrcphV728YNQYIlwhYI=
2017-07-26,1,jan gen kelly purged obama s jihad policies from dhs,2094,4063,#jan Gen. Kelly Purged Obama’s JIHAD Policies From DHS https://t.co/131EoaRbRp https://t.co/dzmENWT4Yf,2017-08-01 18:11,892447722816626688,Equal Opportunity Offender. Sarcasm Advocate. Free Speech Activist. JD | Constitutional Law. #WhitesForTrump Follow me,United States,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=
2017-07-10,1,obama s lawyers are suing roger stone for the most ridiculous reason,470,1852,Obama’s Lawyers are Suing Roger Stone for the Most RIDICULOUS Reason https://t.co/TNR7zTw2k7 https://t.co/nxIqnN8me9,2017-07-13 10:49,885451068863377408,"Specialist in bringing the best news of the moment every day, follow me, I have the hidden secrets of Donald Trump",United States,ecaUKllXYVx1rAtb1ZN5GcDgkrcphV728YNQYIlwhYI=
2017-07-04,1,tim kaine floats death penalty possibility for president trump,782,3640,Tim Kaine Floats “Death Penalty” Possibility For President Trump https://t.co/M19JLhrpye https://t.co/QljVRuNlCv,2017-07-13 11:33,885462105184505857,"Journalist dedicated to exclusive information, follow me and I will take the best details of amercia with the most revealing news of the day, FOLLOW ME",United States,GDIaCsORWRKfkUJsOuqsUiNcqhbHLJMWu93UFnMa6Y=
2017-07-26,1,mar cartoon perfectly sums up dem s new slogan,462,3002,#mar Cartoon Perfectly Sums Up Dem’s New Slogan https://t.co/K5tebRuYGN https://t.co/EBoJYKTLdL,2017-08-05 23:58,893984600346812416,"Wife, Mother, Grandmother. I enjoy politics, history and traveling. The more our country turns its back on its foundation, the bigger my eyes get!  #Follow me",United States,36bo5zSyXfunLmzPA3uO81MLs9TWJ8x5r+WMFT90EO8=
2017-07-26,1,ste video mad max thinks mueller is the democrat savior,779,2821,#ste VIDEO : Mad Max Thinks Mueller is the Democrat Savior https://t.co/4u4w9Ra3Cc https://t.co/ri6WyX5FC9,2017-08-07 02:30,894385288230916096,"Journalist highlighted in taking the best information of the moment, follow me and you will be part of the most controversial of the day",United States,wusEXnOUoeG8bfSFMYqUjMyhNZVKKn6hKwrWPW3v1ik=
2017-07-26,1,just mannreagan thanks for the follow maga via lov jan,2094,4063,#just mannreagan Thanks for the follow MAGA via https://t.co/MUqS0ihlvW #lov #jan,2017-07-30 23:46,891807179854024704,Equal Opportunity Offender. Sarcasm Advocate. Free Speech Activist. JD | Constitutional Law. #WhitesForTrump Follow me,United States,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=
2017-07-04,1,viral putin and merkel s chilly exchange is breaking the internet,782,3640,VIRAL : Putin and Merkel’s CHILLY Exchange is Breaking the Internet https://t.co/ATmnhLjxxU https://t.co/LgKNYtFlUS,2017-07-08 13:59,883686971394150400,"Journalist dedicated to exclusive information, follow me and I will take the best details of amercia with the most revealing news of the day, FOLLOW ME",United States,GDIaCsORWRKfkUJsOuqsUiNcqhbHLJMWu93UFnMa6Y=
2017-07-26,1,beyondwtf lauraloomer donaldbroom starbucks love this picture i don t support this liberal anti trump chain t,779,2821,BeyondWTF LauraLoomer donaldbroom Starbucks Love this picture. I don't support this liberal anti-Trump chain. T… https://t.co/EtxEvA9yI7,2017-08-01 13:53,892382876758683648,"Journalist highlighted in taking the best information of the moment, follow me and you will be part of the most controversial of the day",United States,wusEXnOUoeG8bfSFMYqUjMyhNZVKKn6hKwrWPW3v1ik=
2017-07-26,1,ste rahm emanuel on pace to set deadly record nobody wants,779,2821,#ste Rahm Emanuel On Pace to Set DEADLY Record NOBODY Wants! https://t.co/S3xuUVTw3k https://t.co/Myb1eufQXm,2017-07-26 03:58,890058676102418432,"Journalist highlighted in taking the best information of the moment, follow me and you will be part of the most controversial of the day",United States,wusEXnOUoeG8bfSFMYqUjMyhNZVKKn6hKwrWPW3v1ik=
2017-07-26,1,jan justice professor who tweeted he wished trump would be shot gets fired,2094,4063,#jan JUSTICE! Professor Who Tweeted He Wished Trump Would Be SHOT Gets FIRED! https://t.co/Bd6gqISnDx https://t.co/7pZcLhdNsQ,2017-08-02 10:53,892699802718416896,Equal Opportunity Offender. Sarcasm Advocate. Free Speech Activist. JD | Constitutional Law. #WhitesForTrump Follow me,United States,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=
2017-07-10,1,mad max has a new plan to bring down trump,196,1858,Mad Max Has a NEW PLAN to Bring Down Trump https://t.co/CjwwcIAmDK https://t.co/Xz3tpBiqIr,2017-07-24 17:07,889532473834655748,"Follow me, I have the hidden secrets of Donald Trump, Specialist in bringing the best news of the moment every day",United States,Qchtueq2uJm6DRiEGQXDZVweouM9LYTkIfVEKuEjOqA=
2017-07-10,1,eric holder lectures trump and it goes wrong fast,470,1852,Eric Holder Lectures Trump and it Goes WRONG FAST! https://t.co/nMrg6Ek4fC https://t.co/O9QZGzlvsi,2017-07-23 00:11,888914551743361024,"Specialist in bringing the best news of the moment every day, follow me, I have the hidden secrets of Donald Trump",United States,ecaUKllXYVx1rAtb1ZN5GcDgkrcphV728YNQYIlwhYI=
2017-07-04,1,video cnn thinks we should blow up russia,782,3640,VIDEO : CNN Thinks We Should BLOW UP RUSSIA https://t.co/GgOpCRoZgP https://t.co/ECaRlrkDvs,2017-07-13 20:28,885596797023944704,"Journalist dedicated to exclusive information, follow me and I will take the best details of amercia with the most revealing news of the day, FOLLOW ME",United States,GDIaCsORWRKfkUJsOuqsUiNcqhbHLJMWu93UFnMa6Y=
2017-07-26,1,ste lol video the view tries to do a trump spoof fails miserably,779,2821,"#ste LOL VIDEO : “The View” Tries to do a Trump Spoof, Fails MISERABLY https://t.co/9glzLQ85qB https://t.co/nzvbcCtXzN",2017-07-29 02:15,891119949149872128,"Journalist highlighted in taking the best information of the moment, follow me and you will be part of the most controversial of the day",United States,wusEXnOUoeG8bfSFMYqUjMyhNZVKKn6hKwrWPW3v1ik=
2017-07-10,1,video chris matthews mocks middle america for not freaking out about russia,470,1852,VIDEO : Chris Matthews Mocks Middle America for Not Freaking Out About Russia https://t.co/lgBRDJmYPe https://t.co/CU3BwPQbIC,2017-07-12 15:19,885156650302222336,"Specialist in bringing the best news of the moment every day, follow me, I have the hidden secrets of Donald Trump",United States,ecaUKllXYVx1rAtb1ZN5GcDgkrcphV728YNQYIlwhYI=
2017-07-10,1,video judge jeanine freaked out dems see collusion everywhere,196,1858,VIDEO : Judge Jeanine “Freaked Out Dems See Collusion Everywhere” https://t.co/yCM0gNQF1a https://t.co/DPpGCNdd6m,2017-07-16 13:31,886579042899693571,"Follow me, I have the hidden secrets of Donald Trump, Specialist in bringing the best news of the moment every day",United States,Qchtueq2uJm6DRiEGQXDZVweouM9LYTkIfVEKuEjOqA=
2017-07-26,1,rt rnrkentucky hilarious girl s response to the left s threat of another civil war potus is our chosen p,779,2821,"RT RNRKentucky: 😂Hilarious Girl’s Response To The Left’s Threat Of ‘Another Civil War’😂

🇺🇸❤️POTUS is Our Chosen P… https://t.co/ppd7SX3Keg",2017-08-08 00:11,894712584506671104,"Journalist highlighted in taking the best information of the moment, follow me and you will be part of the most controversial of the day",United States,wusEXnOUoeG8bfSFMYqUjMyhNZVKKn6hKwrWPW3v1ik=
2017-07-10,1,breaking trump debunks 2nd secret meeting with putin fake news,470,1852,BREAKING : Trump Debunks “2nd Secret Meeting with Putin” FAKE NEWS https://t.co/uIZfwCtJtw https://t.co/31mUy1khGv,2017-07-19 18:17,887738147794288641,"Specialist in bringing the best news of the moment every day, follow me, I have the hidden secrets of Donald Trump",United States,ecaUKllXYVx1rAtb1ZN5GcDgkrcphV728YNQYIlwhYI=
2017-07-26,1,mar caitlyn jenner s recent apology will make you sick,462,3002,#mar Caitlyn Jenner’s Recent Apology Will Make you SICK https://t.co/3NVIVwoCmF https://t.co/AqxvcprBFl,2017-08-07 11:28,894520607185960960,"Wife, Mother, Grandmother. I enjoy politics, history and traveling. The more our country turns its back on its foundation, the bigger my eyes get!  #Follow me",United States,36bo5zSyXfunLmzPA3uO81MLs9TWJ8x5r+WMFT90EO8=
2017-07-13,1,trump hater alyssa milano got her ass kicked on twitter and it was glorious,305,957,Trump-Hater Alyssa Milano Got her ASS KICKED on Twitter and it was GLORIOUS! https://t.co/ZR4E2OwHi3 https://t.co/lbfVsV2vXR,2017-07-15 15:24,886245056981733376,"Journalist, passionate about taking information that if it is worth reading, follow me and part of the current",United States,u4JYTwWbY74J9f9DZSz3Bzw92HwEY0vEo6bOK09P68=
2017-07-13,1,breaking top obama official will testify on unmasking,305,957,BREAKING : Top Obama Official Will Testify on UnMasking https://t.co/dCeQ2LE0MO https://t.co/vcEJNis5Ho,2017-07-19 00:16,887466067517468675,"Journalist, passionate about taking information that if it is worth reading, follow me and part of the current",United States,u4JYTwWbY74J9f9DZSz3Bzw92HwEY0vEo6bOK09P68=
2017-07-26,1,ste here are six gop traitor senators who need to go,779,2821,#ste Here Are Six GOP TRAITOR Senators Who Need To GO https://t.co/1N0WNj88Gy https://t.co/G5ckDodLRi,2017-07-28 21:40,891050840131334144,"Journalist highlighted in taking the best information of the moment, follow me and you will be part of the most controversial of the day",United States,wusEXnOUoeG8bfSFMYqUjMyhNZVKKn6hKwrWPW3v1ik=
2017-07-10,1,house republicans are furious at the gop senate,196,1858,House Republicans are FURIOUS at the GOP Senate!! https://t.co/KZUS3QNzVs https://t.co/nhL0XbNR2C,2017-07-19 00:14,887465707239350272,"Follow me, I have the hidden secrets of Donald Trump, Specialist in bringing the best news of the moment every day",United States,Qchtueq2uJm6DRiEGQXDZVweouM9LYTkIfVEKuEjOqA=
2017-07-04,1,breaking trump s next move after congressional failure,782,3640,BREAKING : Trump’s Next Move After Congressional Failure https://t.co/l9NtIy6xDc https://t.co/8wP1Ol8ooO,2017-07-18 19:36,887395671644528641,"Journalist dedicated to exclusive information, follow me and I will take the best details of amercia with the most revealing news of the day, FOLLOW ME",United States,GDIaCsORWRKfkUJsOuqsUiNcqhbHLJMWu93UFnMa6Y=
2017-07-13,1,lol video gutfield skewers morning joke joe for leaving the republican party,142,939,LOL VIDEO : Gutfield Skewers “Morning Joke” Joe for Leaving the Republican Party https://t.co/DzdEjSTwXR https://t.co/aPVamA0rFZ,2017-07-13 10:50,885451435600744448,"FOLLOW ME, I will take you the best political information of the moment, you want to have the best secrets of the president?",United States,YzWlSNnJ7jn75fiCHHnbWDYV2ezU7dg44Qo6jku5h9s=
2017-07-26,1,jan video bolton declares we can t be held hostage by threats of nuclear terror,2094,4063,#jan VIDEO : Bolton Declares We Can’t be HELD HOSTAGE by Threats of Nuclear Terror https://t.co/Qnu5M440qp https://t.co/DQfKjyusI5,2017-08-12 19:41,896456619395084288,Equal Opportunity Offender. Sarcasm Advocate. Free Speech Activist. JD | Constitutional Law. #WhitesForTrump Follow me,United States,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=
2017-07-26,1,just rachealjacksonn thanks for the follow maga via lov jan,2094,4063,#just Rachealjacksonn Thanks for the follow MAGA via https://t.co/MUqS0iyWnu #lov #jan,2017-08-17 21:50,898301139099070471,Equal Opportunity Offender. Sarcasm Advocate. Free Speech Activist. JD | Constitutional Law. #WhitesForTrump Follow me,United States,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=
2017-07-13,1,traitor mccain uses cheap tactic to force delay of trumpcare vote,142,939,Traitor Mccain Uses CHEAP TACTIC to Force Delay of Trumpcare Vote! https://t.co/r8gWYI1bec https://t.co/GMlE3pETdY,2017-07-16 23:50,886734864795529217,"FOLLOW ME, I will take you the best political information of the moment, you want to have the best secrets of the president?",United States,YzWlSNnJ7jn75fiCHHnbWDYV2ezU7dg44Qo6jku5h9s=
2017-07-26,1,jan jealous loser mitt romney praises antifa condemns president trump,2094,4063,"#jan Jealous Loser Mitt Romney Praises ANTIFA, Condemns President Trump https://t.co/U2m4rppv7Z https://t.co/yEqIQiVXzw",2017-08-16 22:41,897951567504179200,Equal Opportunity Offender. Sarcasm Advocate. Free Speech Activist. JD | Constitutional Law. #WhitesForTrump Follow me,United States,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=
2017-07-04,1,democrats still can t name who their leader is,782,3640,Democrats STILL Can’t Name Who Their Leader Is https://t.co/j5bTltRtbT https://t.co/V0k9zcewWK,2017-07-19 00:56,887476180693258240,"Journalist dedicated to exclusive information, follow me and I will take the best details of amercia with the most revealing news of the day, FOLLOW ME",United States,GDIaCsORWRKfkUJsOuqsUiNcqhbHLJMWu93UFnMa6Y=
2017-07-26,1,ste breaking it s official congress to investigate wasserman schultz it scandal,779,2821,#ste BREAKING : It’s Official! Congress to Investigate Wasserman-Schultz IT Scandal https://t.co/aJF3F51wpx https://t.co/Tb5TdDfswU,2017-08-03 21:40,893225086550986753,"Journalist highlighted in taking the best information of the moment, follow me and you will be part of the most controversial of the day",United States,wusEXnOUoeG8bfSFMYqUjMyhNZVKKn6hKwrWPW3v1ik=
2017-07-26,1,jan cat fight pelosi just tossed hillary clinton under the bus,2094,4063,#jan CAT FIGHT : Pelosi Just Tossed Hillary Clinton Under The Bus! https://t.co/p6iW6bzs5Y https://t.co/z0dXPvrYYf,2017-07-31 20:56,892126840546095104,Equal Opportunity Offender. Sarcasm Advocate. Free Speech Activist. JD | Constitutional Law. #WhitesForTrump Follow me,United States,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=
2017-07-04,1,more winning june jobs report blows out economist expectations,226,934,MORE WINNING! June Jobs Report BLOWS OUT Economist Expectations https://t.co/Mts99f8lPx https://t.co/tpZx5B2AsE,2017-07-07 13:39,883319544076480512,"FOLLOW ME, I have the most shocking news of the moment, with the best secrets of the presindete Donal Trump and much more, I hope to be able to help you,.!",United States,VZt4MIPI1tufqLMw5OSTsYMvycK7Y7CbkKva50k6Bo=
2017-07-26,1,jan lol watch maxine waters prove she has lost her mind,2094,4063,#jan LOL : Watch Maxine Waters PROVE she has LOST HER MIND! https://t.co/NbLGYOVS3s https://t.co/JHZB4917ue,2017-07-30 10:26,891605805321125889,Equal Opportunity Offender. Sarcasm Advocate. Free Speech Activist. JD | Constitutional Law. #WhitesForTrump Follow me,United States,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=
2017-07-26,1,jan breaking high profile california democrat arrested on child porn charges,2094,4063,#jan BREAKING! High Profile California Democrat ARRESTED on Child Porn Charges https://t.co/ieDOYNPcgy https://t.co/tYucPEpvbf,2017-07-29 11:26,891258590467633152,Equal Opportunity Offender. Sarcasm Advocate. Free Speech Activist. JD | Constitutional Law. #WhitesForTrump Follow me,United States,zL0WEHO3MDiLZr0DpDTtkpq1HRR33Jm9udlZ4E9B5hw=
2017-07-10,1,watch jesse watters just made a huge prediction about kid rock s run,196,1858,WATCH : Jesse Watters Just Made a HUGE Prediction About Kid Rock’s Run! https://t.co/N67L25fUkE https://t.co/1uvxHxzWwd,2017-07-16 23:45,886733530855768067,"Follow me, I have the hidden secrets of Donald Trump, Specialist in bringing the best news of the moment every day",United States,Qchtueq2uJm6DRiEGQXDZVweouM9LYTkIfVEKuEjOqA=
