account_creation_date,bot_or_not,clean_tweet_text,follower_count,following_count,tweet_text,tweet_time,tweetid,user_profile_description,user_reported_location,user_screen_name
2016-10-10,1,north korea slams trump over al quds decision more northkorea trump alquds decision jerusalemistheeternalcapitalofpalestine iuvmpress news press iuvm article iuvmorg iuvmnews saturdaymorning whatiwantsantatobringme,4147,5204,North Korea slams Trump over Al Quds decision more:https://t.co/OYSd7rUV8r #NorthKorea #Trump #AlQuds #decision #JerusalemIsTheEternalCapitalOfPalestine #IuvmPress #News #Press #Iuvm #Article #Iuvmorg #IuvmNews #SaturdayMorning #WhatIWantSantaToBringMe https://t.co/pEWaQonYwU,2017-12-09 16:32,939533304436576258,فلسطين,Kingdom of Saudi Arabia,24f8dc71e3ee5d72d8e7946bb7096d92af64c347bbd424bf7c85ac916cf0b62a
2017-04-27,1,anniekarni news outlets tell rather other stories anniekarni they say trump prefers to listen to mi6 not cia,10168,9708,@anniekarni news outlets tell rather other stories @anniekarni   They say trump prefers to listen to MI6 not CIA  https://t.co/K1t3fsK67p,2018-07-17 05:27,1019091282449313792,Freelance Writer and Online Activist | Covering the latest from the Middle East and the U.S. | Freedom. Justice. Equality.,"New York, NY",Shammari_Tariq
2013-05-20,1,the us ambassador in iraq describes erdogan s behavior as shameful and provocative via cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2364,1160,The US ambassador in Iraq describes Erdogan’s behavior as shameful and provocative https://t.co/0lMnDD67zO via @cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2017-10-27 16:58,923957053382643712,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-04-15,1,watch ohio gop candidate troy balderson run away from questions regarding his support of jim jordan we can t afford to have cowards like this in congress voteoconnor tomorrow jimjoranresign,9600,9290,Watch Ohio #GOP candidate Troy Balderson run away from questions regarding his support of Jim Jordan. . We can't afford to have cowards like this in #Congress. #VoteOConnor tomorrow! #JimJoranResign https://t.co/ueAXYNl1uC,2018-08-07 09:49,1026767379039170563,As an independent news media organization we aim to inspire action on the likes of social justice & human rights & advocate transparency in politics.,United States,berniecratss
2013-05-20,1,canada stops sharing some spy info with allies after breach,2364,1160,#Canada Stops Sharing Some #Spy Info with Allies after Breach https://t.co/9Yityk8VaH https://t.co/HOMMyXXZLz,2016-01-28 21:05,692815711337648128,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,yemen saudi arabia led coalition uses banned brazilian cluster munitions on residential areas,2364,1160,#Yemen: Saudi Arabia-led coalition uses banned Brazilian cluster munitions on residential areas https://t.co/r5Gw0NCCPX https://t.co/T9jNaggjNq,2017-03-11 09:17,840491969730232320,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-08-30,1,turkish pkk in trenches in kirkuk s streets shooting iraqi federal forces footage,2924,1305,#Turkish #PKK in trenches in #Kirkuk's streets shooting Iraqi Federal forces  #footage https://t.co/VbzRbHqtGy,2017-10-16 10:43,919876479529488385,Chief Editor of IUVM Online #News Agency                            :   #Syria - #Iraq - #Palestine - #Lebanon -#Iran,"England, United Kingdom",4a810dd520182c19d799b3028f640fe05fd23d78c964fb9af80d73625dcd6c51
2013-05-20,1,statin drugs cause brain dysfunction multibillion dollar profits for big pharma,2364,1160,"Statin #Drugs Cause Brain Dysfunction, Multibillion Dollar Profits for Big #Pharma http://t.co/QjHU4DaG5M",2014-12-28 05:28,549074452181299200,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2018-03-10,1,donald trump me myself and i retweet impeachtrump donaldtrump resist maga impeach45,2371,3644,Donald Trump Me Myself and I! RETWEET! #ImpeachTrump #DonaldTrump #Resist #MAGA #Impeach45 https://t.co/SmjtttsX9P,2018-06-06 12:53,1004345641680691201,"“Darkness cannot drive out darkness; only light can do that. Hate cannot drive out hate; only love can do that.”   Martin Luther King, Jr.","California, USA",d9b317e61e214f4e06396d6f163dbbbc888af61296af9bf02e817e9e66334298
2017-08-30,1,us provides logistic support to daesh in iraq syria,2924,1305,"US provides logistic support to Daesh in Iraq, Syria https://t.co/uxrqq1IqDk https://t.co/d6zgs5gOn7",2017-10-12 08:34,918394536996589568,Chief Editor of IUVM Online #News Agency                            :   #Syria - #Iraq - #Palestine - #Lebanon -#Iran,"England, United Kingdom",4a810dd520182c19d799b3028f640fe05fd23d78c964fb9af80d73625dcd6c51
2017-04-15,1,internationalqudsday2018 qudsday4return nakba70 europeanqudsplatform nakba70 jerusalemisthecapitalofpalestine greatreturnmarch greatreturnmarch jerusalemisthecapitalofpalestine,9600,9290,#InternationalQudsDay2018   #QudsDay4Return#NAKBA70  #EuropeanQudsPlatform #Nakba70  #JerusalemIstheCapitalofPalestine #GreatReturnMarch #GreatReturnMarch  #JerusalemIstheCapitalofPalestine https://t.co/UH0edsXEyY,2018-06-07 09:01,1004649587229929472,As an independent news media organization we aim to inspire action on the likes of social justice & human rights & advocate transparency in politics.,United States,berniecratss
2013-05-20,1,mysterious virus hits ukraine 20 soldiers dead and 200 hospitalised,2364,1160,"Mysterious #Virus Hits #Ukraine, 20 Soldiers Dead And 200 Hospitalised https://t.co/9r71w3Tdke https://t.co/9ryhQD27oT",2016-04-27 13:50,725321173941276676,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-05-28,1,yemen s ongoing crisis of potable water,4581,5257,Yemen’s Ongoing Crisis of Potable Water  https://t.co/wPkdoEfPu7 https://t.co/6tJodu0NFe,2018-08-01 15:00,1024671222242660352,As an independent news media organization we aim to inspire action on the likes of social justice & human rights & advocate transparency in politics.,United States,1803a95a0ab8963650589f13672df24b04f51db32cf950eff882637773542694
2013-05-20,1,how your nailpolish could be damaging your health cosmetic contains chemicals linked to fertility problems,2364,1160,How Your #NAILPOLISH Could Be Damaging Your Health: Cosmetic Contains Chemicals Linked To #Fertility Problems http://t.co/YvrPwVNTNx,2015-05-26 10:00,603138666240811008,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-04-15,1,erdogan accuses u s of waging economic war against his nation,5839,5675,#Erdogan Accuses U.S. Of Waging ‘Economic War’ Against His Nation https://t.co/ax6fFK093v … https://t.co/GitsThzp2b,2018-08-13 16:02,1029035350751100929,RiseAgainstTheRight.,"California, USA",riseagainstr
2017-05-28,1,many hajis will be leaving for makkah and seeing the kaaba for the first time may allah accept all there hajj and ibadah hajj2018 frommasjidalharam,5017,5389,Many Hajis will be Leaving for #Makkah and seeing the Kaaba for the first time. May Allah accept all there #Hajj and Ibadah. #Hajj2018 #FromMasjidAlHaram https://t.co/hc7OFbr9GF,2018-08-12 17:06,1028689157143584768,As an independent news media organization we aim to inspire action on the likes of social justice & human rights & advocate transparency in politics.,United States,PalestinianRes
2017-04-15,1,graham revealed donald trump plans to attack north korea liberty front press,9600,9290,Graham Revealed: Donald Trump Plans to attack North Korea – Liberty Front Press https://t.co/zVT2NLjB8l,2017-08-03 21:58,893229739447652353,As an independent news media organization we aim to inspire action on the likes of social justice & human rights & advocate transparency in politics.,United States,berniecratss
2013-05-20,1,you sign off on genocide protesters attack haley over palestine via cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2364,1160,‘You sign off on genocide’: Protesters attack Haley over #Palestine https://t.co/B69mR9lKCD via @cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2018-05-24 18:10,999714355322159104,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2018-05-15,1,atalbiharivajpayee primeministerimrankhan ataljiamarrahen keralafloods saturdaymotivation iraq saudi toalltheboysivelovedbefore,741,786,#AtalBihariVajpayee  #PrimeMinisterImranKhan  #AtaljiAmarRahen  #keralaFloods  #SaturdayMotivation  #Iraq  #saudi  #ToAllTheBoysIveLovedBefore,2018-08-18 09:01,1030741427108671489,इस्लामी रेडियो और टेलीविजन संघ की विश्लेषणात्मक वेबसाइट,Islamic Republic of Iran,2e000a0e6ba11477c5e79015b1f5c0bee00641d55fc077367bde5e9f940f822c
2013-05-20,1,trump orders all protests of his policies criminalized and press silenced,2364,1160,#Trump Orders All Protests of His Policies “Criminalized” and Press Silenced https://t.co/3OcEbOGzw6 https://t.co/3p8AA9pMtR,2017-02-25 15:10,835507212927795200,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-05-30,1,internationalqudsday2018 qudsday4return savepalestine qudsday2018 freepalestine deleteisrael,1932,3900,#InternationalQudsDay2018   #QudsDay4Return  #SavePalestine  #QudsDay2018 #FreePalestine #DeleteIsrael https://t.co/jhiqY7Ngls,2018-06-08 07:48,1004993653842968576,As an independent news media organization we aim to inspire action on the likes of social justice & human rights & advocate transparency in politics.,United States,023f243ac3ec0852edb345a625ac7a4972e8fb4f225d869cf28578ee54a559d5
2013-05-20,1,video huge fireball witnessed over northeastern us,2364,1160,Video: Huge Fireball Witnessed Over Northeastern #US https://t.co/P30Z04e6RW https://t.co/6ekz0xxm3c,2016-05-19 18:45,733367985507868672,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb here s how europe s woes are continuing to haunt america,2364,1160,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb - Here's How Europe's Woes Are Continuing to Haunt America http://t.co/ipmRwMkdZG,2013-08-24 12:30,371248119138091008,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,reading compassionate hypocrites,2364,1160,Reading: Compassionate #Hypocrites http://t.co/iQ7t0OwUhb,2014-01-16 08:38,423735934555660289,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-04-15,1,jared kushner is pulling the rug from under president trump s feet,9600,9290,Jared Kushner Is Pulling The Rug From Under President Trump’s Feet https://t.co/JGTH9jJY5K,2018-01-14 12:55,952524567393832960,As an independent news media organization we aim to inspire action on the likes of social justice & human rights & advocate transparency in politics.,United States,berniecratss
2017-04-15,1,three women who accused trump of sexual harassment will come on tv this monday morning metoo sexualharassment harassment standwithkeaton roymoore thomasfire nypd ucldraw portauthority manhattan goldenglobes mondaymotivaton sexualmisconduct,9600,9290,Three Women Who Accused Trump of Sexual Harassment Will Come On TV This Monday Morning https://t.co/H54JyLXgpg #MeToo #sexualharassment #harassment #standwithkeaton #roymoore #thomasfire #NYPD #ucldraw #portauthority #manhattan #GoldenGlobes #MondayMotivaton #sexualmisconduct https://t.co/eULz6mJnFA,2017-12-11 14:37,940229139113660416,As an independent news media organization we aim to inspire action on the likes of social justice & human rights & advocate transparency in politics.,United States,berniecratss
2018-04-28,1,donald trump repeatedly said during the 2016 election that he would hire the best people for his administration but a new poll monday shows that most americans don t think he delivered on that promise tuesdaythoughts tuesdaymotivation,816,1488,"Donald Trump repeatedly said during the 2016 election that he would “hire the best people” for his administration, but a new poll Monday shows that most Americans don't think he delivered on that promise. #TuesdayThoughts #TuesdayMotivation https://t.co/AZAhhmGX9n",2018-08-21 06:24,1031788994105958400,Proudly followed by @funder and @ProudResister and @TheDemCoalition 👍💙🌊 #TheResistance #ImpeachTrump #FBR,"Houston, TX",69072545a9cc67894d5dd636770f4222e15cd29f5a3cb6053f98e214369b4f63
2013-05-20,1,budget cuts caused l a school libraries lacking staff and force to shut,2364,1160,#Budget Cuts Caused L.A School Libraries Lacking Staff and Force to Shut http://t.co/nAEEg4liPT,2014-02-24 07:12,437847568127508480,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,israel our plan to destroy syria is almost complete via cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2364,1160,#Israel: Our Plan To Destroy Syria Is Almost Complete https://t.co/s5J1QMrjXZ via @cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2017-04-25 16:32,856908798375677957,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2016-12-18,1,the fantastic show of ladygaga was culminated by the hidden message to trump,4366,5278,The fantastic Show of #LadyGaga was culminated by the hidden message to #Trump! https://t.co/Y1MQ6fYmFu,2017-02-06 10:17,828548089711644673,Alone. Alone. Social Activist. Writer. Analyst. #Resistance #ImpeachTrump #Resist #Progressivism,"Houston, TX",dd57f496213c56fa72b22865e5613897b0d6a70d02153bf8211c93a332dc574a
2013-05-20,1,the second palestinian intifada and the arab society together4palestine,2364,1160,The second Palestinian intifada and the Arab society #Together4Palestine https://t.co/qqBdvAG5iF https://t.co/Ynhhd8QI8k,2017-02-20 14:08,833679798702657536,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-08-30,1,saa forces repel militant attack in northwestern aleppo,2924,1305,SAA Forces Repel Militant Attack In Northwestern Aleppo - https://t.co/Ge9sWh4xQj https://t.co/dm77LlmjhR,2018-02-04 09:40,960085720047259648,Chief Editor of IUVM Online #News Agency                            :   #Syria - #Iraq - #Palestine - #Lebanon -#Iran,"England, United Kingdom",4a810dd520182c19d799b3028f640fe05fd23d78c964fb9af80d73625dcd6c51
2017-04-15,1,up up and away trump drugprice medicareforall riseagainstr,5839,5675,"Up, Up And Away. #Trump #DrugPrice #MedicareForAll  @riseagainstr https://t.co/eB9IhEsTWV",2018-08-19 13:53,1031177299482300421,RiseAgainstTheRight.,"California, USA",riseagainstr
2013-05-20,1,us company fined 3 million for iraqi artifacts smuggled via israel and the uae via cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2364,1160,US company fined $3 million for Iraqi artifacts smuggled via Israel and the #UAE https://t.co/m3VXy7bC0Q via @cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2017-07-07 12:59,883309525817630720,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,president obama warns russia to stay out of ukraine or face costs for military intervention,2364,1160,President Obama Warns Russia to Stay out of #Ukraine or Face 'Costs' for Military Intervention http://t.co/L2msiL0L4B,2014-03-01 05:04,439627197867782145,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb 14 pound baby giant gift for fla mom,2364,1160,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb - 14-Pound Baby Giant Gift for Fla. Mom: http://t.co/TyjO2OtNNh,2013-12-25 05:35,415717310112886784,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,freedom rider the iran deal reality,2364,1160,Freedom Rider: The Iran Deal Reality http://t.co/4fTN6OIKiE,2015-08-01 19:29,627561811731034112,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-08-30,1,rebels reach new truce dealin southern damascus,2924,1305,#Rebels reach new truce dealin southern #Damascus  https://t.co/g2k8sJIW71 https://t.co/5jkt7qsaya,2017-10-12 21:30,918589602889437184,Chief Editor of IUVM Online #News Agency                            :   #Syria - #Iraq - #Palestine - #Lebanon -#Iran,"England, United Kingdom",4a810dd520182c19d799b3028f640fe05fd23d78c964fb9af80d73625dcd6c51
2013-05-20,1,a day for al quds a day for palestine a day for all those oppressed,2364,1160,"A Day for Al-Quds, a Day for Palestine, a Day for All Those Oppressed http://t.co/ZcaxRpQYrI",2014-07-10 08:39,487154174384033792,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-05-28,1,palestinian journalist thaer abu rayash was hit in the head by a teargas canister while covering the women s march on the gaza border today freegaza freepalestine bds,5017,5389,"#Palestinian journalist Thaer Abu Rayash was hit in the head by a teargas canister while covering the women's march on the Gaza border, today. #FreeGaza #FreePalestine  #BDS https://t.co/7p5C3OkYhX",2018-07-04 07:48,1014415605829599232,As an independent news media organization we aim to inspire action on the likes of social justice & human rights & advocate transparency in politics.,United States,PalestinianRes
2013-05-20,1,emails show koch industries backed effort to undermine renewable energy in kansas,2364,1160,Emails Show Koch Industries Backed Effort to Undermine Renewable Energy in #Kansas http://t.co/HvnqsmwNlj http://t.co/RiYUkz341Q,2015-08-31 06:12,638232943555686400,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-05-06,1,terrorist vs terrorist sympathizer saudiarabia,450,337,Terrorist vs terrorist sympathizer  #SaudiArabia https://t.co/W1aukWz6g2,2017-09-10 10:48,906831621822799873,Political Analyst,"New York, USA",cf35b18dbb39a8e6f6983bfae226a11c0c16ff0b2bdbd47b385e26da9497b990
2013-05-20,1,saudiarabia pushes to get new advanced us made weapons,2364,1160,#SaudiArabia Pushes to Get New Advanced US-Made Weapons http://t.co/jQXa8dyJya,2014-09-28 08:49,516147568330280961,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,palestinian children have suffered disproportionately as a result of the israeli occupation,2364,1160,Palestinian Children Have Suffered Disproportionately As A Result Of The Israeli Occupation http://t.co/pNv1psjUQs,2015-08-08 15:17,630035081122349056,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,jordan and pa authorities are israeli collaborators,2364,1160,Jordan and PA authorities are Israeli collaborators http://t.co/hbVV2gZNFh,2015-08-11 15:27,631124712588849152,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-08-30,1,botankuferdeli noway do they,2924,1305,@BotanKuferdeli Noway do they !!!,2017-09-23 14:27,911597779092480001,Chief Editor of IUVM Online #News Agency                            :   #Syria - #Iraq - #Palestine - #Lebanon -#Iran,"England, United Kingdom",4a810dd520182c19d799b3028f640fe05fd23d78c964fb9af80d73625dcd6c51
2017-05-28,1,the emirates uae amp saudi ksa led ggression naval battleships has been targeted many areas in hodeidah city with high explosive cruise missiles since midday until now thestoryofyemen yemeninquirynow openaccesstoyemen stoparmingsaudi whyijoinedtwitter,4581,5257,"The Emirates  UAE &amp; Saudi KSA led-ggression Naval battleships has been targeted many areas in #Hodeidah city with high-explosive cruise missiles, since midday until now.  #TheStoryOfYemen #YemenInquiryNow #OpenAccessToYemen #StopArmingSaudi.  #WhyIJoinedTwitter https://t.co/yzefrjaSpC",2018-08-02 07:18,1024917335218561024,As an independent news media organization we aim to inspire action on the likes of social justice & human rights & advocate transparency in politics.,United States,1803a95a0ab8963650589f13672df24b04f51db32cf950eff882637773542694
2013-05-20,1,targeted assassinations in syria,2364,1160,Targeted Assassinations in #Syria http://t.co/jXQlwQDy2f,2014-11-13 07:08,532792048210812929,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb tangled u s mexico ties on display amid spying outrage,2364,1160,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb - Tangled U.S.-Mexico Ties on Display Amid Spying Outrage: http://t.co/miNLYfvwfd,2013-10-26 09:41,394036091482669056,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-04-15,1,why suicide is the main cause of death among u s soldiers in the middle east usarmy suicide death middleeast,9600,9290,Why Suicide is the Main Cause of Death Among U.S Soldiers in the Middle East?  #USArmy #Suicide #death #MiddleEast https://t.co/PSYnZBnY5Q,2017-11-05 07:47,927079924506095617,As an independent news media organization we aim to inspire action on the likes of social justice & human rights & advocate transparency in politics.,United States,berniecratss
2013-05-20,1,un finds credible ties between isis and israelidefenceforces,2364,1160,#UN Finds Credible Ties between #ISIS and #IsraeliDefenceForces https://t.co/fzUIIVIIdW https://t.co/5ugt061udi,2016-05-05 17:18,728272782929309696,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2018-05-15,1,यमन क भय नक स थ त पर स य क त र ष ट र क प रत न ध क आ स न कल आए yemen hungry bitcoin bharat 15aug decorartehogar independencedayindia happyindependenceday2018 trumpboysbreaktheinternet boykot blockparty500,741,786,यमन की भयानक स्थिति पर संयुक्त राष्ट्र के प्रतिनिधि के आँसू निकल आए  #Yemen #hungry #bitcoin #Bharat #15Aug  #Decorartehogar  #IndependenceDayIndia  #HappyIndependenceDay2018  #TrumpBoysBreakTheInternet  #Boykot  #BlockParty500 https://t.co/LT2hywhTYO,2018-08-15 03:56,1029577536009854977,इस्लामी रेडियो और टेलीविजन संघ की विश्लेषणात्मक वेबसाइट,Islamic Republic of Iran,2e000a0e6ba11477c5e79015b1f5c0bee00641d55fc077367bde5e9f940f822c
2013-05-20,1,u s military gave many low level field commanders the power to push the button to lunch a nuclear attack via cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2364,1160,U.S. Military Gave Many Low-Level Field Commanders the Power to Push the Button to lunch a nuclear attack https://t.co/1CNGg3etlf via @cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2017-12-07 03:52,938617158992527360,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-07-12,1,the disappearing time what is the end game of aleksandar vucic,955,1486,The disappearing time: What is the end game of Aleksandar Vucic? https://t.co/LW3I2ZdJMs https://t.co/Z3rn3Citq6,2018-07-28 14:06,1023208132632301569,The mission of Balkans Post is to bring cogent and accurate analysis of Balkans events in a truthful and unfiltered manner. Retweets are not endorsements.,Republic of Croatia,72aba369c202cfb2dd24dc8c4fe4fc18e686fdfc01e7b45a0bbba8c49c6630b4
2018-01-24,1,mcdonalds,1730,214,@McDonalds https://t.co/E4vD48Hjj6,2018-07-28 12:51,1023189190215958528,Mary Smith lovely girl,Middle East........ LEBANON....SYRIA,8267ae1ef5ede98ab3c9e4dd9c5855e97ee5ca659427b2f93fbfa03f5f475c7e
2013-05-20,1,putin bans u s adoption of russian orphans due to pedophile epidemic,2364,1160,#Putin Bans U.S. Adoption Of Russian Orphans Due To #Pedophile Epidemic https://t.co/C3sa5aDw5j https://t.co/pSrnok6NKS,2017-03-24 11:27,845235667839979522,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,crying wolf about iran,2364,1160,Crying Wolf about #Iran http://t.co/wLYM1vOZHw,2015-05-19 13:08,600649349740265472,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,photographer matt black documents a long view of issues in the valley,2364,1160,#Photographer Matt Black Documents a Long View of Issues in the Valley http://t.co/1GhVrknxZ7,2015-03-02 19:52,572484640402894848,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,obama says he was skeptical of syria rebel boondoggle from the start,2364,1160,#Obama Says He Was ‘Skeptical’ of #Syria Rebel Boondoggle from the Start http://t.co/5PH2vEjAHc,2015-10-13 11:29,653895432523939840,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-08-30,1,amid syrian army s advance in eastern deir ezzor isis terrorists preventing civilians from escaping,2924,1305,"Amid Syrian Army’s advance in eastern Deir Ezzor ,  ISIS terrorists preventing civilians from escaping  https://t.co/RGJWFLlRIv https://t.co/O0BTtcMDYs",2017-10-11 15:07,918130912122081281,Chief Editor of IUVM Online #News Agency                            :   #Syria - #Iraq - #Palestine - #Lebanon -#Iran,"England, United Kingdom",4a810dd520182c19d799b3028f640fe05fd23d78c964fb9af80d73625dcd6c51
2013-05-20,1,obama slams door in putin s face says if putin doesn t want russia s retaliatory,2364,1160,#Obama Slams Door in #Putin’s Face: Says If Putin Doesn’t Want #Russia’s Retaliatory .... https://t.co/XdEXwL1BsI https://t.co/XxmljwFyjW,2016-06-07 12:58,740165936242692097,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,javad zarif pakistan is my second home,2364,1160,Javad Zarif: #Pakistan is My Second Home https://t.co/fKb12gBLLw https://t.co/NtvfPutNCX,2017-03-01 12:31,836916909438349312,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2016-04-23,1,there is no soul but has over it a protector at tariq 86 4 forgottenquran القران_المهجور,13155,6098,There is no soul but has over it a Protector | At-Tariq 86:4  #ForgottenQuran #القران_المهجور https://t.co/4cIk9gOXdq,2017-10-27 16:55,923956208473726977,#سعوديات_نطالب_باسقاط_الولاية,Kingdom of Saudi Arabia,freesaudiawomen
2017-04-15,1,why trump matters clinton soros bilderberg media nyt cnn crypt_ghost tbgstephen,5839,5675,Why Trump matters.  #Clinton #Soros #Bilderberg #Media #NYT #CNN @crypt_ghost @tbgstephen https://t.co/ztYnp53kG1,2018-07-15 18:50,1018568520924319747,RiseAgainstTheRight.,"California, USA",riseagainstr
2017-05-06,1,saudi women enter stadium for first time to attend soccer league kingsalman presstvprograms unreportedsaudi,450,337,#Saudi women enter #stadium for first time to attend #soccer league  @KingSalman .@PressTVPrograms .@UnreportedSaudi https://t.co/W6i07werHa,2018-01-13 08:18,952092570812866560,Political Analyst,"New York, USA",cf35b18dbb39a8e6f6983bfae226a11c0c16ff0b2bdbd47b385e26da9497b990
2013-05-20,1,us warplanes willfully attack an afghanhospital kunduzattack kunduz,2364,1160,#US Warplanes Willfully Attack an #AfghanHospital http://t.co/8BslimAmP0 #KunduzAttack #Kunduz http://t.co/EBY3YK93G7,2015-10-04 13:03,650657518767767552,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
