,account_creation_date,bot_or_not,clean_tweet_text,follower_count,following_count,tweet_text,tweet_time,tweetid,user_profile_description,user_reported_location,user_screen_name
416,2014-06-15,1,voters will decide if spokane should fine coal oil shipments,25263,10975,"Voters will decide if Spokane should fine coal, oil shipments https://t.co/XWQCYBbvmu https://t.co/iVhVjateGY",2017-07-26 00:44,890009864747048962,"Be the first to know Seattle's local news. Politics, sport, entertainment, business, features and more that you need to know and share","Seattle, WA",Seattle_Post
417,2013-08-25,1,i will never stop trying because when you find the one you never give up,949,933,I will never stop trying. Because when you find the one... you never give up.,2015-01-08 12:42,553169993219973120,"#FreeGucci Blacktivist, I'm down with #BlackLivesMatter and #BRONZE  United we stand","Texas, USA",2d60b8bc4ff97649d507084f47f8e916263eac2d7e60ab7576d7c0722c39f88b
418,2013-08-09,1,that something within you that you can t define calls out to you wanting needing to be given to humanity,549,712,"That something within you that you can’t define calls out to you, wanting, needing, to be given to humanity.",2015-02-20 12:54,568755490815139840,It is never too late to be what you might have been. –George Eliot,America,76de6903465b2c32d01f3e7f31cd0d91d84bd7035412ebeaaff87a319717e841
419,2014-05-05,1,new orleans saints entered training camp with 22 rookies 16 are still here news,35988,11010,New Orleans Saints entered training camp with 22 rookies; 16 are still here  #news,2016-01-18 18:28,689152274203987968,"Breaking news, weather, traffic and more for New Orleans and Louisiana. DM us anytime. RTs not endorsements","New Orleans, LA",NewOrleansON
420,2013-09-01,1,pray that your turkey isn t dry survivalguidetothanksgiving,5323,4171,Pray that your turkey isn't dry #SurvivalGuideToThanksgiving,2016-11-21 15:52,800728685858824193,"Hey, man ⌐╦╦═─",Chicago,Booth_Prince
421,2016-06-15,1,damn we need global warming thedemocrats,2748,265,"Damn, we need global warming!  @TheDemocRATS https://t.co/8YCzHHvL3y",2016-12-10 19:42,807671784405286912,No more #HappyHolidays shit!!! It's #MerryChristmas!!!!! #BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump,United States,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845
422,2014-05-14,1,news chicago gary police issue silver alert for missing woman toddler,23595,13665,"#news #Chicago Gary Police Issue Silver Alert For Missing Woman, Toddler",2015-09-02 18:52,639148962302156800,"Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Chicago, IL",ChicagoDailyNew
423,2014-08-28,1,stark county police arrest multiple suspected heroin dealers,19351,8207,Stark County police arrest multiple suspected heroin dealers https://t.co/IJ20ryEQeP https://t.co/ejL33RHooc,2017-02-15 14:36,831874830513344512,"Breaking news, weather, traffic and more for Cleveland. DM us anytime. RTs not endorsements","City of Cleveland, USA",OnlineCleveland
424,2014-05-14,1,french soldier shoots machete attacker outside louvre museum,23595,13665,French soldier shoots machete attacker outside Louvre Museum https://t.co/HzLEoD1rtl https://t.co/zv839Xkqw6,2017-02-03 13:37,827511294555197440,"Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Chicago, IL",ChicagoDailyNew
425,2014-08-27,1,drunken driver in the bronx fatally strikes pedestrian,66980,10500,Drunken driver in the Bronx fatally strikes pedestrian https://t.co/LsjuC3VUHH https://t.co/6LkFFeX55O,2017-02-04 20:33,827978376900182017,"New York City's local news on Twitter. Breaking news, sports, events and international news. Tweet us or DM","New York, NY",TodayNYCity
426,2014-07-05,1,dallas shooting kills 21 year old man texas news,24696,7388,Dallas shooting kills 21-year-old man  #Texas #news,2015-07-05 17:21,617745215370063873,"Dallas top news and stories, powered 24/7","Dallas, Texas",DallasTopNews
427,2014-05-29,1,video tom shadyac declares the mission of soulsville town center video business,22212,8953,Video: Tom Shadyac declares the mission of Soulsville Town Center (Video)  #business,2015-09-18 16:49,644916127353540608,"Breaking news, weather, traffic and more for Memphis and Tennessee. DM us anytime. RTs not endorsements","Memphis, TN",OnlineMemphis
428,2014-05-14,1,o donnell was with convict police celebs,23595,13665,O'Donnell Was With Convict: Police  #celebs,2015-08-20 00:48,634165102694920192,"Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Chicago, IL",ChicagoDailyNew
429,2014-08-28,1,texas judge raises new questions about scalia s health texas,25528,7904,Texas judge raises new questions about Scalia's health  #Texas,2016-02-15 22:33,699360838709215232,"San Antonio top news and stories, powered 24/7","City of San Antonio, TX",SanAntoTopNews
430,2015-06-11,1,we sent you to dc to stop obama not to empower him no treaties for multinational corporations killtpa notaa notpp qnoftherealm,76,6,"We sent you to DC to stop Obama, Not to empower him! NO treaties for multinational corporations! #KillTPA #NoTAA #NoTPP @qnoftherealm",2015-06-16 01:05,610614059889627136,Show you word.,"Washington, DC",481aeac8d54131a7639c1bae2fd6089284c5f4d3c2e5c224a1abedea1a8e84ba
431,2014-05-29,1,the latest business exec family among 6 on missing plane,22212,8953,"The Latest: Business exec, family among 6 on missing plane https://t.co/ynWc7NZhBi https://t.co/mUlt8IbhF2",2016-12-30 18:51,814906732581441536,"Breaking news, weather, traffic and more for Memphis and Tennessee. DM us anytime. RTs not endorsements","Memphis, TN",OnlineMemphis
432,2013-12-06,1,if the mountain won t come to mohammed then mohammed must go to the mountain english proverbs,155,292,"If the mountain won't come to Mohammed, then Mohammed must go to the mountain. - English proverbs",2014-08-15 05:04,500145875226992640,There is no remedy for love bu,"Baldwinsville, New York",8cd6774724c40801bccd8cfa0e1fe42128aa5f132686ffc3994a1187aced3551
433,2013-07-27,1,no matter how hard i try you just don t recognize how hard i try for you,898,842,"No matter how hard I try, you just don't recognize how hard I try for you.",2015-05-07 00:35,596111040200454144,Warrior for the Injustices done to my people. #BlackLivesMatter,"Bronx, NY",47403a4a74013c25e8d0aaf3053e8aa9122499d04fe5354cf7252ae4aef09729
434,2014-05-14,1,blazier kurtz to take seats on crystal lake district school board politics,23595,13665,"Blazier, Kurtz to Take Seats on Crystal Lake District School Board  #politics",2015-04-08 18:38,585874267973099520,"Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Chicago, IL",ChicagoDailyNew
435,2015-06-22,1,that workout was crazy justgoofy10 _olivia__ munoz_trey3 bellefille446 cap_poe_ccino aubeng_ thebelepa,486,5,That workout was crazy @justgoofy10 @_Olivia__ @munoz_trey3 @bellefille446 @Cap_POE_ccino @aubeng_ @thebelepa http://t.co/LiVopoM1ey,2015-07-08 15:41,618807218058571776,http://t.co/Z2QpDqsbqr  provides wonderful apps to help workout.,"New York, USA",60f0b63e612aa72961a991ed83ad3318ccaa22f9c343ea79bb199e364cf75867
436,2014-05-14,1,15 year old killed four people wounded in city shootings a 15 year old boy was killed and at least breaking,23595,13665,"15-year-old killed, four people wounded in city shootings: A 15-year-old boy was killed and at least... http://t.co/Dmw5t3zw3X #breaking",2015-10-10 06:21,652730544715788288,"Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Chicago, IL",ChicagoDailyNew
437,2014-08-27,1,tiger woods shoots worst score as pro sports,66980,10500,Tiger Woods Shoots Worst Score as Pro  #sports,2015-06-06 18:27,607252521208287233,"New York City's local news on Twitter. Breaking news, sports, events and international news. Tweet us or DM","New York, NY",TodayNYCity
438,2014-08-15,1,news on facebook va order of police complains about black lives matter sign at local pumpkin patch,40762,14404,"#news On Facebook, Va. Order of Police Complains About ‘Black Lives Matter’ Sign at Local Pumpkin Patch",2015-10-15 13:40,654652971779624960,"Breaking news, weather, traffic and more for Washington. DM us anytime. RTs not endorsements","Washington, D.C.",WashingtOnline
439,2014-08-27,1,an advance may double the capabilities of fiber optics science,66980,10500,An Advance May Double the Capabilities of Fiber Optics  #science,2015-07-02 01:58,616425710144458752,"New York City's local news on Twitter. Breaking news, sports, events and international news. Tweet us or DM","New York, NY",TodayNYCity
440,2014-05-05,1,saints rewind cornerbacks year in review nfl draft options news,35988,11010,Saints Rewind: Cornerbacks year in review; NFL draft options  #news,2016-01-12 14:24,686916754983882753,"Breaking news, weather, traffic and more for New Orleans and Louisiana. DM us anytime. RTs not endorsements","New Orleans, LA",NewOrleansON
441,2014-05-14,1,judge denies media access to chicago hobos gang trial evidence,23595,13665,Judge Denies Media Access To Chicago Hobos Gang Trial Evidence https://t.co/r4UDOYLcEo,2016-10-10 16:30,785517975868616704,"Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Chicago, IL",ChicagoDailyNew
442,2016-06-15,1,bessbell you shouldn t play hide and seek no one would look for you,2748,265,".@bessbell You shouldn't play hide and seek, no one would look for you.",2017-01-05 03:33,816850185422675968,No more #HappyHolidays shit!!! It's #MerryChristmas!!!!! #BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump,United States,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845
443,2014-05-14,1,hacker taken into custody entirely suicidal his attorney says a federal judge in chicago ordered an alleged tennes chicago news,23595,13665,Hacker taken into custody; ‘entirely suicidal’ his attorney says: A federal judge in Chicago ordered an alleged Tennes...  #Chicago #news,2015-10-29 16:57,659776118921129984,"Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Chicago, IL",ChicagoDailyNew
444,2014-08-28,1,order could have little effect on pipeline protest camp,25528,7904,Order could have little effect on pipeline protest camp https://t.co/ukVdThXg3W,2016-11-28 23:41,803383383913103360,"San Antonio top news and stories, powered 24/7","City of San Antonio, TX",SanAntoTopNews
445,2014-08-15,1,endo buying par for 8b in push for generics higher profit business news,40762,14404,"Endo buying Par for $8B in push for generics, higher profit  #business #news",2015-05-18 18:59,600375215676198914,"Breaking news, weather, traffic and more for Washington. DM us anytime. RTs not endorsements","Washington, D.C.",WashingtOnline
446,2014-05-14,1,breaking charges filed against 170 motorcycle gang members in texas,23595,13665,#breaking Charges filed against 170 motorcycle gang members in Texas,2015-05-19 01:57,600480359474536448,"Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Chicago, IL",ChicagoDailyNew
447,2014-06-21,1,investigation into alleged horse neglect widens news,22823,5483,Investigation into alleged horse neglect widens  #news,2015-06-25 00:25,613865564826525697,"Houston top news and stories, powered 24/7","Houston, TX",HoustonTopNews
448,2014-06-15,1,ancient palace revealed under destroyed mosul shrine,25263,10975,Ancient palace revealed under destroyed Mosul shrine https://t.co/BHmKcShTsC https://t.co/egncuxq1Cf,2017-03-12 13:37,840919668416217091,"Be the first to know Seattle's local news. Politics, sport, entertainment, business, features and more that you need to know and share","Seattle, WA",Seattle_Post
449,2015-12-09,1,where were you when mccain was over in syria meeting with isis and bragging about it,47413,29429,Where were you when McCain was over in Syria meeting with ISIS and bragging about it? https://t.co/bkUxpBDpFk,2017-02-16 11:40,832192807137746944,"Business Owner, Proud Father, Conservative, Christian, Patriot, Gun rights, Politically Incorrect. Love my country and my family #2A #GOP #tcot #WakeUpAmerica","Texas, USA",TheFoundingSon
450,2015-12-10,1,trump supporter attacked by protesters at costa mesa rally in april is one of the first in line for san diego event,10226,10184,Trump supporter attacked by protesters at Costa Mesa rally in April is one of the first in line for San Diego event. https://t.co/ssC9xXiCS3,2016-05-27 21:27,736307781733486592,,"Texas, USA",PamelaKealer13
451,2014-05-29,1,fbi shuts down request for files on hillary clinton by citing lack of public interest,36094,20288,FBI shuts down request for files on Hillary Clinton by citing lack of public interest https://t.co/lsviAgfFRk,2017-08-30 05:27,902764661438906368,Tweets and politics,United States,Politweecs
452,2014-08-28,1,corona baseball will shave heads for ailing classmate sports,18574,7903,Corona baseball will shave heads for ailing classmate  #sports,2015-02-19 23:58,568560165642858496,"Local news, sports, business, politics, entertainment, travel and opinion for Phoenix and Arizona. DM us 24/7","City of Phoenix, Arizona",PhoenixDailyNew
453,2014-08-27,1,cops man masturbated in front of woman on r train newyork,66980,10500,Cops: Man masturbated in front of woman on R train  #NewYork,2015-10-10 22:56,652981093168119809,"New York City's local news on Twitter. Breaking news, sports, events and international news. Tweet us or DM","New York, NY",TodayNYCity
454,2015-03-15,1,new orleans saints face new challenge against andrew luck and the colts on sunday sports,3378,1829,New Orleans Saints face new challenge against Andrew Luck and the Colts on Sunday  #sports,2015-10-23 23:18,657697726889496576,Baton Rouge's latest news source. Follow us for original reporting and trusted news @BatonRougeVoice. DM your local news tips,"Baton Rouge, LA",cd08e4b204df337b04b4b0955d3479ca3d7de11f3dc271b9078e29d6d097a997
455,2014-08-28,1,comment here on court and crime stories for thursday may 11 2017,19351,8207,"Comment here on https://t.co/uK6iwlcia4 court and crime stories for Thursday, May 11, 2017 https://t.co/8D72PzvxX7 https://t.co/1wS39wFHVw",2017-05-11 09:13,862596452157149185,"Breaking news, weather, traffic and more for Cleveland. DM us anytime. RTs not endorsements","City of Cleveland, USA",OnlineCleveland
456,2013-09-01,1,mybestfriendsinfourwords ernie pissing me off,5323,4171,#MyBestFriendsInFourWords Ernie pissing me off,2016-06-01 07:46,737913181557956613,"Hey, man ⌐╦╦═─",Chicago,Booth_Prince
457,2013-08-06,1,the only pink to ever support breast cancer awareness via 3tags_org pjnet,1735,1768,The only Pink to ever support Breast Cancer Awareness https://t.co/swKk0sUeR8  via @3tags_org #PJNET,2016-03-17 09:13,710393736090533888,"Christian, Dad, Husband, Conservative. Trolls muted #tcot #PJNET",United States,c863f6f0e2519b1a5b8b00e4f056fd0eab09a62bcf8be2b5e7eaafa42d89e535
458,2014-05-14,1,report mcdonald indicted on rape charges former san francisco 49 ers and chicago bears defensive end ray mcdonald was indic sports,23595,13665,Report: McDonald Indicted on Rape Charges: Former San Francisco 49'ers and Chicago Bears defensive end Ray McDonald was indic...  #sports,2015-08-27 01:29,636712139898531840,"Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Chicago, IL",ChicagoDailyNew
459,2014-05-08,1,women are considered profound why because we never fathom their depths but women aren t even shallow,68,91,Women are considered profound.Why? Because we never fathom their depths.But women aren't even shallow.,2014-08-18 16:22,501403656106045441,," East Aurora, New York",993de2d5b1be2ccc31c54d830d5ffd2c6de2e3d53059a1956b7c5b62c5dfa442
460,2014-05-16,1,on may 8 1884 harry truman was born happybirthdayharrytruman,1740,1787,"On May 8,1884 Harry Truman was born #HappyBirthdayHarryTruman",2016-05-08 18:39,729380337558671361,"I believe in God, Bible, Country, 2nd Amendment rights. I Stand by Israel, Supporter of TRADITIONAL Marriage #RedNationRising",United States,9bca1b664322b3b2ccc17b3e29d9f7ea2a9bd5f05a35be40afeefc7801e5e573
461,2016-06-15,1,daveschreiber3 the_trump_train sharonw20023254,2748,265,@DaveSchreiber3 @The_Trump_Train @SharonW20023254 https://t.co/eGweGqFo89,2017-11-26 18:51,934857204779311104,No more #HappyHolidays shit!!! It's #MerryChristmas!!!!! #BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump,United States,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845
462,2015-11-18,1,every time racists try to tell you that slavery was long time ago,11766,6966,Every time racists try to tell you that slavery was long time ago. https://t.co/nHpZWzHioJ,2016-07-21 00:21,755920573188956160,Activist. Feminist. Celebrating and highlighting Black excellence.,"Mohnton, PA",Blk_Voice
463,2015-06-12,1,glad i didn t invest too heavily on that race maybe backing ryan moore blind is the easiest way to make money onedeswalker ishlluminati,13,0,Glad I didn't invest too heavily on that race. Maybe backing Ryan Moore blind is the easiest way to make money. @onedeswalker @Ishlluminati,2015-06-17 16:09,611204113800392704,Free Talk on Political Topic,"Washington, DC",0ba7b20ac6f6508ed2189050961f219b62ab06da5ed1aaf089f6a599844ca370
464,2014-05-14,1,heidi klum reveals her favorite america s got talent act celebs,23595,13665,Heidi Klum Reveals Her Favorite 'America's Got Talent' Act  #celebs,2015-08-20 10:57,634318437519458304,"Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Chicago, IL",ChicagoDailyNew
465,2014-12-09,1,thereaibanksy heartbreaking people are shit,32347,21336,"@thereaIbanksy heartbreaking, people are shit",2015-08-24 01:35,635626336736817152,"America’s Weakest Primetime Lineup Anywhere! Follow Merica's #1 cable news network, delivering you breaking news, insightful analysis, and must-see memes.",United States,PigeonToday
466,2014-08-27,1,santa song rights returned to family newyork,66980,10500,'Santa' song rights returned to family  #NewYork,2015-10-09 02:16,652306650586464256,"New York City's local news on Twitter. Breaking news, sports, events and international news. Tweet us or DM","New York, NY",TodayNYCity
467,2015-11-25,1,alex jones in an epic blow to the msm control of the narrative infowars has officially received white house press credentials,72121,42080,"Alex Jones: In an epic blow to the MSM control of the narrative, #Infowars has officially received White House Press Credentials! https://t.co/DHgPETMUl5",2017-05-22 19:22,866736047690051586,Southern. Conservative. Pro God. Anti Racism,"Texas, USA",Pamela_Moore13
468,2015-06-12,1,it s our job here at news company to be a vulture so other vultures and vulture and we make money off it derrekord,13,0,It's our job here at news company to be a vulture so other vultures and vulture and we make money off it @derrekord http://t.co/nlEVl0L8Ql,2015-06-18 09:53,611471734957457408,Free Talk on Political Topic,"Washington, DC",0ba7b20ac6f6508ed2189050961f219b62ab06da5ed1aaf089f6a599844ca370
469,2014-07-05,1,airline ops manager working on 9 11 is charged in sex sting texas news,24696,7388,Airline ops manager working on 9/11 is charged in sex sting  #Texas #news,2015-06-29 22:31,615648715328454656,"Dallas top news and stories, powered 24/7","Dallas, Texas",DallasTopNews
470,2014-05-05,1,southern lab quartet including qb bladrick veal excited for southern miss louisiana tech offers news,35988,11010,"Southern Lab quartet, including QB Bladrick Veal, excited for Southern Miss, Louisiana Tech offers  #news",2015-03-25 16:26,580767676747763712,"Breaking news, weather, traffic and more for New Orleans and Louisiana. DM us anytime. RTs not endorsements","New Orleans, LA",NewOrleansON
471,2014-08-28,1,ariz settles final issues of sb 1070 lawsuit politics,18574,7903,Ariz. settles final issues of SB 1070 lawsuit https://t.co/UWZPfPhnZ6 #politics,2016-09-15 22:29,776548627753766912,"Local news, sports, business, politics, entertainment, travel and opinion for Phoenix and Arizona. DM us 24/7","City of Phoenix, Arizona",PhoenixDailyNew
472,2015-06-22,1,nice morning workout _ashunta_ nerdykeith luxily bbrown_03 wsgdiddy_ skipai themagnalife stephenpeel1 mat711,486,5,Nice morning workout @_Ashunta_ @NerdyKeith @luxily @BBrown_03 @WSGdiddy_ @skipai @TheMagnaLife @stephenpeel1 @mat711 http://t.co/kp8O2Q4OJB,2015-07-08 10:57,618735675727179777,http://t.co/Z2QpDqsbqr  provides wonderful apps to help workout.,"New York, USA",60f0b63e612aa72961a991ed83ad3318ccaa22f9c343ea79bb199e364cf75867
473,2014-05-29,1,u s would slash epa vehicle testing budget under trump plan,36094,20288,U.S. would slash EPA vehicle testing budget under Trump plan https://t.co/hzaSrdq5L8,2017-04-05 06:10,849504483671519232,Tweets and politics,United States,Politweecs
474,2015-12-09,1,does your state take action against the hiring of illegal aliens,47413,29429,Does your state take action against the hiring of illegal aliens? https://t.co/8tSI0ZLXs1,2016-07-03 16:15,749637756142231552,"Business Owner, Proud Father, Conservative, Christian, Patriot, Gun rights, Politically Incorrect. Love my country and my family #2A #GOP #tcot #WakeUpAmerica","Texas, USA",TheFoundingSon
475,2014-06-15,1,new study identifies need for more diversity in autism research local,25263,10975,New study identifies need for more diversity in autism research  #local,2016-03-31 13:45,715535428422467584,"Be the first to know Seattle's local news. Politics, sport, entertainment, business, features and more that you need to know and share","Seattle, WA",Seattle_Post
476,2014-08-15,1,chamber each cardinals playoff game worth 5 9 million baseball,40762,14404,Chamber: Each Cardinals playoff game worth $5.9 million  #baseball,2015-10-06 10:45,651347419037241344,"Breaking news, weather, traffic and more for Washington. DM us anytime. RTs not endorsements","Washington, D.C.",WashingtOnline
477,2014-06-08,1,massachusetts sheriff arrest leaders of sanctuary cities,18560,7276,Massachusetts sheriff: Arrest leaders of 'sanctuary cities' https://t.co/XJJSpLgWjX https://t.co/3yDGR7v7qK,2017-03-29 04:56,846949048745672705,"Boston's local news on Twitter. Breaking news, sports, events  and international news. Tweet us or DM","Boston, USA",TodayBostonMA
478,2014-08-28,1,lena dunham taking time off for health reasons celebs news,18574,7903,Lena Dunham taking time off for health reasons  #celebs #news,2016-02-09 14:36,697066585861656576,"Local news, sports, business, politics, entertainment, travel and opinion for Phoenix and Arizona. DM us 24/7","City of Phoenix, Arizona",PhoenixDailyNew
479,2013-09-19,1,i ve always dreamt about little tiger,1305,1373,I`ve always dreamt about little tiger https://t.co/wL3RMP2gdL,2015-02-08 17:07,564470566808059905,Just because I am white - I am not racist. Sick of fake racism & being walked on. Conservative - Take America back. RIGHT VS WRONG - learn it!,United States,fc11ec3417df6e1b4eecc20c87a8f2f73d5bd62d1b6b108a1824737fb9cf3564
480,2014-12-09,1,cindylclark1 madscape can you imagine,32347,21336,@cindylclark1 @madscape Can you imagine?,2016-01-02 13:46,683283294645960709,"America’s Weakest Primetime Lineup Anywhere! Follow Merica's #1 cable news network, delivering you breaking news, insightful analysis, and must-see memes.",United States,PigeonToday
481,2009-10-06,1,make me wanna cry lonely,60,214,make me wanna cry #lonely,2014-09-14 04:45,511012867056082944,hey!,"Old Bridge, New Jersey",88e4221545bb0ac4d846d9abbc438a0226639b49b41aa1f932056df2af6eb27a
482,2015-12-09,1,freakyp88 returnofthejed cause it s people like you who divide our country we seem them all as criminals despite of the skin color,47413,29429,@FreakyP88 @returnofthejed Cause it's people like you who divide our country. We seem them all as criminals despite of the skin color,2017-01-28 16:21,825378159952531456,"Business Owner, Proud Father, Conservative, Christian, Patriot, Gun rights, Politically Incorrect. Love my country and my family #2A #GOP #tcot #WakeUpAmerica","Texas, USA",TheFoundingSon
483,2014-08-28,1,abortion in the united states at historical lows researchers find,19351,8207,"Abortion in the United States at historical lows, researchers find https://t.co/379jNi5s7W https://t.co/w6W4UuGj3k",2017-01-17 19:06,821433510196113413,"Breaking news, weather, traffic and more for Cleveland. DM us anytime. RTs not endorsements","City of Cleveland, USA",OnlineCleveland
484,2015-06-12,1,always thinking of ways to make money mike_brown21 _edward_blake_ nick_ambrose72 dittobased ethan_regal,13,0,Always thinking of ways to make money @Mike_Brown21 @_Edward_Blake_ @Nick_Ambrose72 @DittoBased @Ethan_Regal http://t.co/rii5gRUr8q,2015-06-18 19:00,611609341590835200,Free Talk on Political Topic,"Washington, DC",0ba7b20ac6f6508ed2189050961f219b62ab06da5ed1aaf089f6a599844ca370
485,2014-05-29,1,new dealerships spark renewed interest in d iberville galleria project,22212,8953,New dealerships spark renewed interest in D'Iberville Galleria project https://t.co/Dmudq0RcSo https://t.co/a0Ag1FIy6B,2017-02-06 17:59,828664410499588097,"Breaking news, weather, traffic and more for Memphis and Tennessee. DM us anytime. RTs not endorsements","Memphis, TN",OnlineMemphis
486,2014-08-28,1,houston rodeo removes offensive disney cartoon begin sold at its fairgrounds local news,25528,7904,Houston rodeo removes offensive Disney cartoon begin sold at its fairgrounds  #local #news,2016-03-19 23:10,711328955752525824,"San Antonio top news and stories, powered 24/7","City of San Antonio, TX",SanAntoTopNews
487,2014-08-27,1,bronx man who beheaded his mom is father of fatally beaten boy,66980,10500,Bronx man who beheaded his mom is father of fatally beaten boy https://t.co/ygSxJcda4i https://t.co/QWqIZweaYC,2017-01-29 07:17,825603705537961984,"New York City's local news on Twitter. Breaking news, sports, events and international news. Tweet us or DM","New York, NY",TodayNYCity
488,2014-05-29,1,civil war museum closes after spat over confederate flag,22212,8953,Civil War museum closes after spat over Confederate flag https://t.co/qFEljSfvnv https://t.co/kvuIrxP815,2017-05-26 20:09,868197393036136452,"Breaking news, weather, traffic and more for Memphis and Tennessee. DM us anytime. RTs not endorsements","Memphis, TN",OnlineMemphis
489,2015-03-15,1,draw turkey hunts available on mississippi wmas sports,3378,1829,Draw turkey hunts available on Mississippi WMAs  #sports,2016-02-03 15:11,694901050063519744,Baton Rouge's latest news source. Follow us for original reporting and trusted news @BatonRougeVoice. DM your local news tips,"Baton Rouge, LA",cd08e4b204df337b04b4b0955d3479ca3d7de11f3dc271b9078e29d6d097a997
490,2014-06-21,1,breaking down this week s texas a amp m vs alabama matchup sports,22823,5483,Breaking down this week's Texas A&amp;M vs. Alabama matchup  #sports,2015-10-16 21:30,655133860628303872,"Houston top news and stories, powered 24/7","Houston, TX",HoustonTopNews
491,2015-03-15,1,5 bold lsu predictions for the 2017 recruiting class sports,3378,1829,5 bold LSU predictions for the 2017 recruiting class  #sports,2016-03-03 18:10,705455242914041856,Baton Rouge's latest news source. Follow us for original reporting and trusted news @BatonRougeVoice. DM your local news tips,"Baton Rouge, LA",cd08e4b204df337b04b4b0955d3479ca3d7de11f3dc271b9078e29d6d097a997
492,2014-08-15,1,ohio legislation would eliminate tax on feminine products business news,40762,14404,Ohio legislation would eliminate tax on feminine products  #business #news,2015-06-23 08:58,613269854447996928,"Breaking news, weather, traffic and more for Washington. DM us anytime. RTs not endorsements","Washington, D.C.",WashingtOnline
493,2014-12-09,1,dodo some people can be disgusting some can be inspiring,32347,21336,@dodo Some people can be disgusting...some can be inspiring,2015-10-06 03:34,651239041413836800,"America’s Weakest Primetime Lineup Anywhere! Follow Merica's #1 cable news network, delivering you breaking news, insightful analysis, and must-see memes.",United States,PigeonToday
494,2014-08-28,1,halliburton says has cut 9 000 jobs in wake of oil s drop texas,25528,7904,"Halliburton says has cut 9,000 jobs in wake of oil's drop  #Texas",2015-04-20 20:47,590255547686879232,"San Antonio top news and stories, powered 24/7","City of San Antonio, TX",SanAntoTopNews
495,2014-05-19,1,0 to 60 hop in and gun it love rap,82,380,0 to 60 hop in and gun it #love #rap,2014-11-27 15:04,537985331094499328,,Houston,b8d77271c1dff0e363c083fafe5c43c461cd35277a1d4ae8e89d47b372334822
496,2015-06-12,1,urlead children in brazil can do complex math bc they have to sell fruit to make money for their family applicationreal world skills,13,0,#urlead Children in Brazil can do complex math bc they have to sell fruit to make money for their family. ApplicationReal World Skills!,2015-06-18 14:03,611534653095186433,Free Talk on Political Topic,"Washington, DC",0ba7b20ac6f6508ed2189050961f219b62ab06da5ed1aaf089f6a599844ca370
497,2014-03-12,1,i think it s cool to be famous and to read own fans,69,137,I think it's cool to be famous and to read own fans,2014-08-23 07:34,503082720839618562,A friend is someone who knows all about you and still loves you,New York,75146e79e40c32b350e71225c2792acdb92fcf1ae940ee16e0327a53aabd952a
498,2014-05-28,1,i love them all mybestfriendsinfourwords,7446,7377,I love them all #mybestfriendsinfourwords https://t.co/aN3iqEnzLY,2016-06-01 08:11,737919418743848960,Be the change that you wish to see in the world,New - York,LoraGreeen
499,2014-05-05,1,laplace grandmother arrested booked with child abuse kidnapping news,35988,11010,"LaPlace grandmother arrested, booked with child abuse, kidnapping  #news",2015-06-24 19:37,613793137551486976,"Breaking news, weather, traffic and more for New Orleans and Louisiana. DM us anytime. RTs not endorsements","New Orleans, LA",NewOrleansON
500,2014-08-28,1,carrie underwood donates guitar to help save k 9 celebs news,18574,7903,Carrie Underwood donates guitar to help save K-9  #celebs #news,2015-02-14 18:39,566668010979475456,"Local news, sports, business, politics, entertainment, travel and opinion for Phoenix and Arizona. DM us 24/7","City of Phoenix, Arizona",PhoenixDailyNew
501,2014-05-14,1,local how will vince vaughn fare in the polar plunge,23595,13665,#local How Will Vince Vaughn Fare in the Polar Plunge?,2015-03-01 15:14,572052295006879744,"Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Chicago, IL",ChicagoDailyNew
502,2014-03-11,1,lifewouldbebetterif steve jobs was alive,167,258,#LifeWouldBeBetterIf Steve Jobs was alive,2014-08-23 08:06,503090776281481216,Studied Business Administration at Arizona State University,Chicago,a6885f4b5b3c536849d8aea4abf1cb5f627e0c654437df5fc182e0834e60cb1a
